fdc_id,name,data_type,protein,fat,carbs,kcal,alcohol,caffeine,fiber,sodium,sugar_added,cholesterol,fat_trans,fat_sat,fat_mono,fat_poly,sugar,density
322406,"MILK, SKIM ",sub_sample_food,,0.1,,,,,,,,,,,,,,
322412,"MILK, SKIM ",sub_sample_food,,0.05,,,,,,,,,,,,,,
322420,"MILK, SKIM ",sub_sample_food,,0.08,,,,,,,,,,,,,,
322441,"MILK, SKIM ",sub_sample_food,,0.15,,,,,,,,,,,,,,
322452,"MILK, SKIM ",sub_sample_food,,0.06,,,,,,,,,,,,,,
322475,"MILK, SKIM ",sub_sample_food,,0.15,,,,,,,,,,,,,,
322482,"MILK, SKIM ",sub_sample_food,,0.18,,,,,,,,,,,,,,
322496,"MILK, SKIM ",sub_sample_food,,0.06,,,,,,,,,,,,,,
322516,"MILK, SKIM ",sub_sample_food,,0.06,,,,,,,,,,,,,,
322524,"MILK, SKIM ",sub_sample_food,,0.08,,,,,,,,,,,,,,
322543,"MILK, SKIM ",sub_sample_food,,0.06,,,,,,,,,,,,,,
322559,"Milk, nonfat, fluid, with added vitamin A and vitamin D (fat free or skim)",foundation_food,3.43,0.08,4.89,34.0,,,,41.0,,3.0,0.0,0.049,0.017,0.006,,1.034709094676396
322562,"MILK, WHOLE ",sub_sample_food,,3.34,,,,,,,,,,,,,,
322570,"MILK, WHOLE ",sub_sample_food,,3.15,,,,,,,,,,,,,,
322592,"MILK, WHOLE ",sub_sample_food,,3.22,,,,,,,,,,,,,,
322616,"MILK, WHOLE ",sub_sample_food,,3.03,,,,,,,,,,,,,,
322632,"MILK, WHOLE ",sub_sample_food,,3.21,,,,,,,,,,,,,,
322651,"MILK, WHOLE ",sub_sample_food,,3.18,,,,,,,,,,,,,,
322670,"MILK, WHOLE ",sub_sample_food,,3.19,,,,,,,,,,,,,,
322691,"MILK, WHOLE ",sub_sample_food,,3.13,,,,,,,,,,,,,,
322698,"MILK, WHOLE ",sub_sample_food,,3.2,,,,,,,,,,,,,,
322704,"MILK, WHOLE ",sub_sample_food,,3.25,,,,,,,,,,,,,,
322710,"MILK, WHOLE ",sub_sample_food,,3.28,,,,,,,,,,,,,,
322717,"MILK, WHOLE ",sub_sample_food,,3.41,,,,,,,,,,,,,,
322723,"MILK, WHOLE ",sub_sample_food,,3.2,,,,,,,,,,,,,,
322729,"MILK, WHOLE ",sub_sample_food,,3.21,,,,,,,,,,,,,,
322736,"MILK, WHOLE ",sub_sample_food,,3.3,,,,,,,,,,,,,,
322744,"MILK, WHOLE ",sub_sample_food,,2.58,,,,,,,,,,,,,,
322752,"MILK, WHOLE ",sub_sample_food,,2.59,,,,,,,,,,,,,,
322754,"MILK, WHOLE ",sub_sample_food,,2.59,,,,,,,,,,,,,,
322765,"MILK, WHOLE ",sub_sample_food,,3.24,,,,,,,,,,,,,,
322773,"MILK, WHOLE ",sub_sample_food,,3.22,,,,,,,,,,,,,,
322797,"MILK, WHOLE ",sub_sample_food,,3.34,,,,,,,,,,,,,,
322818,"MILK, WHOLE ",sub_sample_food,,3.24,,,,,,,,,,,,,,
322838,"MILK, WHOLE ",sub_sample_food,,3.21,,,,,,,,,,,,,,
322844,"MILK, WHOLE ",sub_sample_food,,3.21,,,,,,,,,,,,,,
322855,"MILK, WHOLE ",sub_sample_food,,3.29,,,,,,,,,,,,,,
322875,"MILK, WHOLE ",sub_sample_food,,3.2,,,,,,,,,,,,,,
322892,"Milk, whole, 3.25% milkfat, with added vitamin D",foundation_food,3.28,3.2,4.67,60.0,,,,38.0,,12.0,0.112,1.86,0.688,0.108,,1.022874186730751
322896,Hot dogs beef,sub_sample_food,,26.9,,,,,,,,,,,,,,
322906,Hot dogs beef,sub_sample_food,,27.3,,,,,,,,,,,,,,
322917,Hot dogs beef,sub_sample_food,,29.5,,,,,,,,,,,,,,
322932,Hot dogs beef,sub_sample_food,,27.8,,,,,,,,,,,,,,
322949,Hot dogs beef,sub_sample_food,,28.0,,,,,,,,,,,,,,
322962,Hot dogs beef,sub_sample_food,,30.6,,,,,,,,,,,,,,
322969,Hot dogs beef,sub_sample_food,,28.0,,,,,,,,,,,,,,
322985,Hot dogs beef,sub_sample_food,,27.2,,,,,,,,,,,,,,
323004,Hot dogs beef,sub_sample_food,,28.3,,,,,,,,,,,,,,
323021,Hot dogs beef,sub_sample_food,,30.0,,,,,,,,,,,,,,
323039,Hot dogs beef,sub_sample_food,,31.3,,,,,,,,,,,,,,
323051,Hot dogs beef,sub_sample_food,,26.5,,,,,,,,,,,,,,
323064,Hot dogs beef,sub_sample_food,,27.3,,,,,,,,,,,,,,
323081,Hot dogs beef,sub_sample_food,,27.0,,,,,,,,,,,,,,
323092,Hot dogs beef,sub_sample_food,,27.4,,,,,,,,,,,,,,
323102,Hot dogs beef,sub_sample_food,,25.8,,,,,,,,,,,,,,
323116,Hot dogs beef,sub_sample_food,,27.4,,,,,,,,,,,,,,
323121,"Frankfurter, beef, unheated",foundation_food,11.7,28.0,2.89,314.0,,,,872.0,,,1.59,11.4,12.1,0.954,,
323127,Almonds dry roasted salted,sub_sample_food,,59.6,,,,,,,,,,,,,,
323134,Almonds dry roasted salted,sub_sample_food,,59.7,,,,,,,,,,,,,,
323142,Almonds dry roasted salted,sub_sample_food,,59.6,,,,,,,,,,,,,,
323152,Almonds dry roasted salted,sub_sample_food,,59.0,,,,,,,,,,,,,,
323167,Almonds dry roasted salted,sub_sample_food,,60.0,,,,,,,,,,,,,,
323186,Almonds dry roasted salted,sub_sample_food,,53.1,,,,,,,,,,,,,,
323195,Almonds dry roasted salted,sub_sample_food,,59.6,,,,,,,,,,,,,,
323210,Almonds dry roasted salted,sub_sample_food,,59.4,,,,,,,,,,,,,,
323220,Almonds dry roasted salted,sub_sample_food,,54.8,,,,,,,,,,,,,,
323238,Almonds dry roasted salted,sub_sample_food,,53.2,,,,,,,,,,,,,,
323256,Almonds dry roasted salted,sub_sample_food,,57.6,,,,,,,,,,,,,,
323271,Almonds dry roasted salted,sub_sample_food,,56.1,,,,,,,,,,,,,,
323284,Almonds dry roasted salted,sub_sample_food,,59.0,,,,,,,,,,,,,,
323294,"Nuts, almonds, dry roasted, with salt added",foundation_food,20.4,57.8,16.2,620.0,,,11.0,256.0,,,0.032,4.56,34.2,14.5,,
323300,"CHEESE, RICOTTA, WHOLE MILK, GALBANI",sub_sample_food,,11.2,,,,,,,,,,,,,,
323308,"CHEESE, RICOTTA, WHOLE MILK, SORRENTO",sub_sample_food,,8.2,,,,,,,,,,,,,,
323316,"CHEESE, RICOTTA, WHOLE MILK, GALBANI",sub_sample_food,,11.2,,,,,,,,,,,,,,
323331,"CHEESE, RICOTTA, WHOLE MILK, GALBANI",sub_sample_food,,11.3,,,,,,,,,,,,,,
323347,"CHEESE, RICOTTA, WHOLE MILK, POLLY-O",sub_sample_food,,11.5,,,,,,,,,,,,,,
323367,"CHEESE, RICOTTA, WHOLE MILK, STORE/OTHER",sub_sample_food,,11.5,,,,,,,,,,,,,,
323375,"CHEESE, RICOTTA, WHOLE MILK, STORE/OTHER",sub_sample_food,,12.6,,,,,,,,,,,,,,
323384,"CHEESE, RICOTTA, WHOLE MILK, LUCERNE",sub_sample_food,,11.9,,,,,,,,,,,,,,
323399,"CHEESE, RICOTTA, WHOLE MILK, STORE/OTHER",sub_sample_food,,10.1,,,,,,,,,,,,,,
323414,"CHEESE, RICOTTA, WHOLE MILK, STORE/OTHER",sub_sample_food,,11.4,,,,,,,,,,,,,,
323424,"CHEESE, RICOTTA, WHOLE MILK, STORE/OTHER",sub_sample_food,,11.0,,,,,,,,,,,,,,
323431,"CHEESE, RICOTTA, WHOLE MILK, GALBANI",sub_sample_food,,11.0,,,,,,,,,,,,,,
323442,"CHEESE, RICOTTA, WHOLE MILK, GALBANI",sub_sample_food,,10.7,,,,,,,,,,,,,,
323444,"Cheese, ricotta, whole milk",foundation_food,7.81,11.0,6.86,157.0,,,,105.0,,48.0,0.351,6.97,2.56,0.389,,1.0905022321344369
323448,Kale - NFY1212EC,sub_sample_food,,1.49,,,,,,,,,,,,,,
323454,Kale - NFY1212CI,sub_sample_food,,1.56,,,,,,,,,,,,,,
323461,Kale - NFY1212DW,sub_sample_food,,1.45,,,,,,,,,,,,,,
323476,Kale - NFY1212CY,sub_sample_food,,1.43,,,,,,,,,,,,,,
323493,Kale - NFY1212ES,sub_sample_food,,1.51,,,,,,,,,,,,,,
323505,"Kale, raw",foundation_food,2.92,1.49,4.42,35.0,,,4.1,53.0,,,,,,,,
323511,Whole eggs,sub_sample_food,,11.5,,,,,,,,,,,,,,
323518,Whole eggs,sub_sample_food,,10.1,,,,,,,,,,,,,,
323524,Whole eggs,sub_sample_food,,9.62,,,,,,,,,,,,,,
323531,Whole eggs,sub_sample_food,,10.8,,,,,,,,,,,,,,
323538,Whole eggs,sub_sample_food,,11.1,,,,,,,,,,,,,,
323545,Whole eggs,sub_sample_food,,9.79,,,,,,,,,,,,,,
323553,Whole eggs,sub_sample_food,,10.3,,,,,,,,,,,,,,
323559,Whole eggs,sub_sample_food,,10.2,,,,,,,,,,,,,,
323567,Whole eggs,sub_sample_food,,9.39,,,,,,,,,,,,,,
323574,Whole eggs,sub_sample_food,,9.57,,,,,,,,,,,,,,
323580,Whole eggs,sub_sample_food,,10.8,,,,,,,,,,,,,,
323587,Whole eggs,sub_sample_food,,10.6,,,,,,,,,,,,,,
323594,Whole eggs,sub_sample_food,,10.0,,,,,,,,,,,,,,
323601,Whole eggs,sub_sample_food,,10.3,,,,,,,,,,,,,,
323604,"Egg, whole, raw, frozen, pasteurized",foundation_food,12.3,10.3,0.91,150.0,,,,121.0,,420.0,,,,,,
323608,Egg whites,sub_sample_food,,0.1,,,,,,,,,,,,,,
323614,Egg whites,sub_sample_food,,0.13,,,,,,,,,,,,,,
323620,Egg whites,sub_sample_food,,0.15,,,,,,,,,,,,,,
323625,Egg whites,sub_sample_food,,0.19,,,,,,,,,,,,,,
323632,Egg whites,sub_sample_food,,0.12,,,,,,,,,,,,,,
323639,Egg whites,sub_sample_food,,0.15,,,,,,,,,,,,,,
323644,Egg whites,sub_sample_food,,0.15,,,,,,,,,,,,,,
323649,Egg whites,sub_sample_food,,0.16,,,,,,,,,,,,,,
323655,Egg whites,sub_sample_food,,0.14,,,,,,,,,,,,,,
323661,Egg whites,sub_sample_food,,0.1,,,,,,,,,,,,,,
323667,Egg whites,sub_sample_food,,0.17,,,,,,,,,,,,,,
323672,Egg whites,sub_sample_food,,0.11,,,,,,,,,,,,,,
323677,Egg whites,sub_sample_food,,0.16,,,,,,,,,,,,,,
323682,Egg whites,sub_sample_food,,0.23,,,,,,,,,,,,,,
323690,Egg whites,sub_sample_food,,0.17,,,,,,,,,,,,,,
323695,Egg whites,sub_sample_food,,0.26,,,,,,,,,,,,,,
323697,"Egg, white, raw, frozen, pasteurized",foundation_food,10.1,0.16,0.74,48.0,,,,144.0,,3.0,,,,,,
323703,"Egg whites, dried",sub_sample_food,,0.34,,,,,,,,,,,,,,
323708,"Egg whites, dried",sub_sample_food,,0.58,,,,,,,,,,,,,,
323716,"Egg whites, dried",sub_sample_food,,0.59,,,,,,,,,,,,,,
323721,"Egg whites, dried",sub_sample_food,,0.51,,,,,,,,,,,,,,
323727,"Egg whites, dried",sub_sample_food,,0.54,,,,,,,,,,,,,,
323733,"Egg whites, dried",sub_sample_food,,0.72,,,,,,,,,,,,,,
323740,"Egg whites, dried",sub_sample_food,,0.61,,,,,,,,,,,,,,
323745,"Egg whites, dried",sub_sample_food,,0.63,,,,,,,,,,,,,,
323751,"Egg whites, dried",sub_sample_food,,0.8,,,,,,,,,,,,,,
323757,"Egg whites, dried",sub_sample_food,,0.82,,,,,,,,,,,,,,
323764,"Egg whites, dried",sub_sample_food,,0.68,,,,,,,,,,,,,,
323772,"Egg whites, dried",sub_sample_food,,0.79,,,,,,,,,,,,,,
323778,"Egg whites, dried",sub_sample_food,,0.8,,,,,,,,,,,,,,
323784,"Egg whites, dried",sub_sample_food,,0.73,,,,,,,,,,,,,,
323790,"Egg whites, dried",sub_sample_food,,0.6,,,,,,,,,,,,,,
323793,"Egg, white, dried",foundation_food,79.9,0.65,6.02,376.0,,,,1250.0,,17.0,,,,,,0.4733963178258021
323800,Salsa,sub_sample_food,,0.3,,,,,,,,,,,,,,
323808,Salsa,sub_sample_food,,0.2,,,,,,,,,,,,,,
323816,Salsa,sub_sample_food,,0.1,,,,,,,,,,,,,,
323824,Salsa,sub_sample_food,,0.2,,,,,,,,,,,,,,
323831,Salsa,sub_sample_food,,0.2,,,,,,,,,,,,,,
323839,Salsa,sub_sample_food,,0.2,,,,,,,,,,,,,,
323845,Salsa,sub_sample_food,,0.1,,,,,,,,,,,,,,
323853,Salsa,sub_sample_food,,0.3,,,,,,,,,,,,,,
323861,Salsa,sub_sample_food,,0.2,,,,,,,,,,,,,,
323869,Salsa,sub_sample_food,,0.2,,,,,,,,,,,,,,
323877,Salsa,sub_sample_food,,0.2,,,,,,,,,,,,,,
323885,Salsa,sub_sample_food,,0.3,,,,,,,,,,,,,,
323893,"Proximates, Salsa, TOSTITOS CHUNKY, MEDIUM (FL,MO) - NFY090KVT",sub_sample_food,,0.1,,,,,,,,,,,,,,
323902,"Proximates, Salsa, TOSTITOS CHUNKY, MEDIUM (CO,CT) - NFY090KVK",sub_sample_food,,0.2,,,,,,,,,,,,,,
323911,"Proximates, Salsa, TOSTITOS CHUNKY, MEDIUM (AL,CA1) - NFY090KUN",sub_sample_food,,0.1,,,,,,,,,,,,,,
323922,"Proximates, Salsa, TOSTITOS CHUNKY, MEDIUM (IN,NY) - NFY090KU1",sub_sample_food,,0.2,,,,,,,,,,,,,,
323939,"Proximates, Salsa, TOSTITOS CHUNKY, MEDIUM (CA2,NC) - NFY090KUZ",sub_sample_food,,0.2,,,,,,,,,,,,,,
323955,"Proximates, Salsa, TOSTITOS CHUNKY, MEDIUM (MI,OK) - NFY090KW5",sub_sample_food,,0.2,,,,,,,,,,,,,,
323969,"Proximates, Salsa, PACE CHUNKY, MEDIUM (AL,CA1) - NFY090KXG",sub_sample_food,,0.1,,,,,,,,,,,,,,
323979,"Proximates, Salsa, PACE CHUNKY, MEDIUM (IN,NY) - NFY090KWU",sub_sample_food,,0.2,,,,,,,,,,,,,,
323996,"Proximates, Salsa, PACE CHUNKY, MEDIUM (CA2,NC) - NFY090KXS",sub_sample_food,,0.2,,,,,,,,,,,,,,
324009,"Proximates, Salsa, PACE CHUNKY, MEDIUM (CO,CT) - NFY090KYD",sub_sample_food,,0.1,,,,,,,,,,,,,,
324018,"Proximates, Salsa, PACE CHUNKY, MEDIUM (FL,MO) - NFY090KYM",sub_sample_food,,0.2,,,,,,,,,,,,,,
324029,"Proximates, Salsa, PACE CHUNKY, MEDIUM (MI,OK) - NFY090KYY",sub_sample_food,,0.2,,,,,,,,,,,,,,
324038,"Sauce, salsa, ready-to-serve",foundation_food,1.44,0.19,6.74,29.0,,,1.8,656.0,,,,,,,,1.2071606104557955
324051,"BEEF BREAKFAST SAUSAGE, BANQUET BROWN N SERVE SAUSAGE LINKS",sub_sample_food,,29.7,,,,,,,,,,,,,,
324062,"BEEF BREAKFAST SAUSAGE, ECKRICH SAUSAGE LINKS",sub_sample_food,,25.4,,,,,,,,,,,,,,
324081,"BEEF BREAKFAST SAUSAGE, ECKRICH SAUSAGE LINKS",sub_sample_food,,28.2,,,,,,,,,,,,,,
324090,"BEEF BREAKFAST SAUSAGE, ECKRICH SAUSAGE LINKS",sub_sample_food,,28.5,,,,,,,,,,,,,,
324104,"BEEF BREAKFAST SAUSAGE, BANQUET BROWN N SERVE SAUSAGE LINKS",sub_sample_food,,28.1,,,,,,,,,,,,,,
324127,"BEEF BREAKFAST SAUSAGE, BANQUET BROWN N SERVE SAUSAGE LINKS",sub_sample_food,,28.0,,,,,,,,,,,,,,
324146,"BEEF BREAKFAST SAUSAGE, BANQUET BROWN N SERVE SAUSAGE LINKS, MAPLE FLAVOR",sub_sample_food,,32.5,,,,,,,,,,,,,,
324157,"Sausage, breakfast sausage, beef, pre-cooked, unprepared",foundation_food,13.3,28.7,3.37,328.0,,,,866.0,,61.0,1.18,11.3,12.7,1.91,,
324164,"Proximates, Onion rings, frozen, ALEXIA (CA2,NC) - NFY120675",sub_sample_food,,15.0,,,,,,,,,,,,,,
324169,"Proximates, Onion rings, frozen, Store brand/other (AL,MI) - NFY12068R",sub_sample_food,,15.7,,,,,,,,,,,,,,
324176,"Proximates, Onion rings, frozen, ORE-IDA (CA2,NC) - NFY12069K",sub_sample_food,,12.8,,,,,,,,,,,,,,
324190,"Proximates, Onion rings, frozen, ALEXIA (FL,MO) - NFY12068D",sub_sample_food,,15.8,,,,,,,,,,,,,,
324209,"Proximates, Onion rings, frozen, ORE-IDA (CA1,CT) - NFY120696",sub_sample_food,,12.6,,,,,,,,,,,,,,
324227,"Proximates, Onion rings, frozen, ALEXIA (CO,CT) - NFY12067K",sub_sample_food,,14.8,,,,,,,,,,,,,,
324246,"Proximates, Onion rings, frozen, ORE-IDA (NY,OK) - NFY1206AS",sub_sample_food,,13.7,,,,,,,,,,,,,,
324258,"Proximates, Onion rings, frozen, ALEXIA (IN,NY) - NFY12066A",sub_sample_food,,15.8,,,,,,,,,,,,,,
324264,"Proximates, Onion rings, frozen, Store brand/other (CO,IN) - NFY12069Z",sub_sample_food,,13.9,,,,,,,,,,,,,,
324285,"Proximates, Onion rings, frozen, ORE-IDA (FL,MO) - NFY1206AE",sub_sample_food,,12.6,,,,,,,,,,,,,,
324311,"Proximates, Onion rings, frozen, ALEXIA (AL,OK) - NFY12066P",sub_sample_food,,15.4,,,,,,,,,,,,,,
324317,"Onion rings, breaded, par fried, frozen, prepared, heated in oven",foundation_food,4.52,14.4,36.3,288.0,,,2.4,374.0,,,0.041,2.15,2.87,7.58,,
324324,"Proximates, Pickles, kosher dill, spears, VLASIC (FL,MO) - NFY120HMY",sub_sample_food,,0.24,,,,,,,,,,,,,,
324331,"Proximates, Pickles, kosher dill, spears, VLASIC (CA2,NC) - NFY120HMD",sub_sample_food,,0.36,,,,,,,,,,,,,,
324338,"Proximates, Pickles, kosher dill, spears, VLASIC (IN,NY) - NFY120HLM",sub_sample_food,,0.3,,,,,,,,,,,,,,
324347,"Proximates, Pickles, kosher dill, spears, VLASIC (CO,CT) - NFY120HMM",sub_sample_food,,0.4,,,,,,,,,,,,,,
324358,"Proximates, Pickles, kosher dill, spears, CLAUSEN (IN,NY) - NFY120HNO",sub_sample_food,,0.3,,,,,,,,,,,,,,
324365,"Proximates, Pickles, kosher dill, spears, CLAUSEN (CA2,NC) - NFY120HOC",sub_sample_food,,0.24,,,,,,,,,,,,,,
324377,"Proximates, Pickles, kosher dill, spears, VLASIC (MI,OK) - NFY120HN9",sub_sample_food,,0.24,,,,,,,,,,,,,,
324394,"Proximates, Pickles, kosher dill, spears, VLASIC (AL,CA1) - NFY120HLX",sub_sample_food,,0.32,,,,,,,,,,,,,,
324409,"Proximates, Pickles, kosher dill, spears, CLAUSEN (CO,CT) - NFY120HOK",sub_sample_food,,0.2,,,,,,,,,,,,,,
324420,"Proximates, Pickles, kosher dill, spears, CLAUSEN (MI,OK) - NFY120HOV",sub_sample_food,,0.36,,,,,,,,,,,,,,
324431,"Proximates, Pickles, kosher dill, spears, CLAUSEN (AL,CA1) - NFY120HNX",sub_sample_food,,0.35,,,,,,,,,,,,,,
324444,"Proximates, Pickles, kosher dill, spears, store brand, AMERICAS CHOICE & SHOP RITE (NY,CT1) - NFY120HPJ",sub_sample_food,,0.28,,,,,,,,,,,,,,
324451,"Proximates, Pickles, kosher dill, spears, store brand, HY VEE & PUBLIX (MO1,FL) - NFY120HQO",sub_sample_food,,0.3,,,,,,,,,,,,,,
324458,"Proximates, Pickles, kosher dill, spears, store brand, FOOD LION & SUNNY SELECT (NC1,CA2) - NFY120HQ5",sub_sample_food,,0.28,,,,,,,,,,,,,,
324465,"Proximates, Pickles, kosher dill, spears, store brand, SAFEWAY (CA1,CO1) - NFY120HPR",sub_sample_food,,0.25,,,,,,,,,,,,,,
324480,"Proximates, Pickles, kosher dill, spears, store brand, GREAT VALUE & GREAT VALUE (AL1,OK1) - NFY120HQD",sub_sample_food,,0.36,,,,,,,,,,,,,,
324496,"Proximates, Pickles, kosher dill, spears, CLAUSEN (FL,MO) - NFY120HP5",sub_sample_food,,0.33,,,,,,,,,,,,,,
324506,"Pickles, kosher dill",sub_sample_food,,0.44,,,,,,,,,,,,,,
324512,"Pickles, kosher dill",sub_sample_food,,0.7,,,,,,,,,,,,,,
324524,"Proximates, Pickles, kosher dill, spears, store brand, KROGER (IN1,MI1) - NFY120HQX",sub_sample_food,,0.37,,,,,,,,,,,,,,
324536,"Pickles, kosher dill",sub_sample_food,,0.63,,,,,,,,,,,,,,
324544,"Pickles, kosher dill",sub_sample_food,,0.65,,,,,,,,,,,,,,
324552,"Pickles, kosher dill",sub_sample_food,,0.87,,,,,,,,,,,,,,
324560,"Pickles, kosher dill",sub_sample_food,,0.57,,,,,,,,,,,,,,
324565,"Pickles, kosher dill",sub_sample_food,,0.26,,,,,,,,,,,,,,
324574,"Pickles, kosher dill",sub_sample_food,,0.6,,,,,,,,,,,,,,
324581,"Pickles, kosher dill",sub_sample_food,,0.55,,,,,,,,,,,,,,
324589,"Pickles, kosher dill",sub_sample_food,,0.68,,,,,,,,,,,,,,
324597,"Pickles, kosher dill",sub_sample_food,,0.55,,,,,,,,,,,,,,
324604,"Pickles, kosher dill",sub_sample_food,,0.49,,,,,,,,,,,,,,
324611,"Pickles, kosher dill",sub_sample_food,,0.63,,,,,,,,,,,,,,
324620,"Pickles, kosher dill",sub_sample_food,,0.6,,,,,,,,,,,,,,
324628,"Pickles, kosher dill",sub_sample_food,,0.9,,,,,,,,,,,,,,
324636,"Pickles, kosher dill",sub_sample_food,,0.42,,,,,,,,,,,,,,
324644,"Pickles, kosher dill",sub_sample_food,,0.52,,,,,,,,,,,,,,
324651,"Pickles, kosher dill",sub_sample_food,,0.0,,,,,,,,,,,,,,
324653,"Pickles, cucumber, dill or kosher dill",foundation_food,0.48,0.43,1.99,12.0,,,1.0,808.0,,,,,,,,
324660,"Proximates, Peanut butter, creamy, SKIPPY (MI) - NFY120C7Y",sub_sample_food,,50.2,,,,,,,,,,,,,,
324667,"Proximates, Peanut butter, creamy, SKIPPY (IN,NY) - NFY120C6F",sub_sample_food,,50.4,,,,,,,,,,,,,,
324679,"Proximates, Peanut butter, creamy, SKIPPY (CO,CT) - NFY120C7L",sub_sample_food,,50.3,,,,,,,,,,,,,,
324688,"Proximates, Peanut butter, creamy, JIF (IN,NY) - NFY120C8R",sub_sample_food,,52.0,,,,,,,,,,,,,,
324705,"Proximates, Peanut butter, creamy, SKIPPY (FL,MO) - NFY120C8D",sub_sample_food,,49.7,,,,,,,,,,,,,,
324714,"Proximates, Peanut butter, creamy, SKIPPY (AL,CA1) - NFY120C6T",sub_sample_food,,50.8,,,,,,,,,,,,,,
324731,"Proximates, Peanut butter, creamy, JIF (CA2,NC) - NFY120C9J",sub_sample_food,,51.8,,,,,,,,,,,,,,
324743,"Proximates, Peanut butter, creamy, JIF (AL,CA1) - NFY120C96",sub_sample_food,,52.2,,,,,,,,,,,,,,
324753,"Proximates, Peanut butter, creamy, JIF (FL,MO) - NFY120CAA",sub_sample_food,,51.4,,,,,,,,,,,,,,
324759,"Proximates, Peanut butter, creamy, store brand/other brand, AMERICAS CHOICE & GREAT VALUE (NY) - NFY120CB3",sub_sample_food,,52.5,,,,,,,,,,,,,,
324765,"Proximates, Peanut butter, creamy, store brand/other brand, MY ESSENTIALS & SUNNY SELECT (CA2,NC) - NFY120CBW",sub_sample_food,,50.0,,,,,,,,,,,,,,
324776,"Proximates, Peanut butter, creamy, JIF (CO,CT) - NFY120C9W",sub_sample_food,,51.7,,,,,,,,,,,,,,
324793,"Proximates, Peanut butter, creamy, JIF (MI,OK) - NFY120CAP",sub_sample_food,,52.7,,,,,,,,,,,,,,
324804,"Proximates, Peanut butter, creamy, store brand/other brand, HYVEE & PUBLIX (FL,MO) - NFY120CCO",sub_sample_food,,51.0,,,,,,,,,,,,,,
324817,"Proximates, Peanut butter, creamy, store brand/other brand, GREAT VALUE (AL,OK) - NFY120CBI",sub_sample_food,,50.2,,,,,,,,,,,,,,
324833,"Proximates, Peanut butter, creamy, store brand/other brand, KROGER (IN,MI) - NFY120CCA",sub_sample_food,,51.2,,,,,,,,,,,,,,
324849,"Proximates, Peanut butter, creamy, store brand/other brand, SAFEWAY KITCHENS & SHOP RITE (CO,CT) - NFY120CD2",sub_sample_food,,51.8,,,,,,,,,,,,,,
324859,"Proximates, Peanut butter, creamy, SKIPPY (CA2,NC) - NFY120C77",sub_sample_food,,50.1,,,,,,,,,,,,,,
324860,"Peanut butter, smooth style, with salt",foundation_food,22.5,51.1,22.3,597.0,,,4.8,429.0,,,0.06,10.1,25.4,12.3,,1.0862754792967064
324870,"Proximates, Parmesan cheese, grated, KRAFT 100% (FL,MO) - NFY120DS3",sub_sample_food,,28.7,,,,,,,,,,,,,,
324880,"Proximates, Parmesan cheese, grated, KRAFT 100% (IN,NY) - NFY120DQH",sub_sample_food,,28.7,,,,,,,,,,,,,,
324890,"Proximates, Parmesan cheese, grated, KRAFT 100% (CA2,NC) - NFY120DRC",sub_sample_food,,30.4,,,,,,,,,,,,,,
324912,"Proximates, Parmesan cheese, grated, KRAFT 100% (AL,CA1) - NFY120DR5",sub_sample_food,,28.8,,,,,,,,,,,,,,
324920,"Proximates, Parmesan cheese, grated, store brand/other brand, PRICE CHOPPER (CT) - NFY120DSY",sub_sample_food,,23.8,,,,,,,,,,,,,,
324937,"Proximates, Parmesan cheese, grated, KRAFT 100% (CO,CT) - NFY120DRR",sub_sample_food,,29.6,,,,,,,,,,,,,,
324956,"Proximates, Parmesan cheese, grated, KRAFT 100% (MI,OK) - NFY120DSK",sub_sample_food,,27.9,,,,,,,,,,,,,,
324969,"Proximates, Parmesan cheese, grated, store brand/other brand, MY ESSENTIALS & SUNNYSIDE FARMS (CA2,NC) - NFY120DTQ",sub_sample_food,,26.6,,,,,,,,,,,,,,
324987,"Proximates, Parmesan cheese, grated, store brand/other brand, GREAT VALUE (AL,OK) - NFY120DTF",sub_sample_food,,26.0,,,,,,,,,,,,,,
325005,"Proximates, Parmesan cheese, grated, store brand/other brand, SAFEWAY KITCHENS (CO,CA1) - NFY120DU4",sub_sample_food,,22.3,,,,,,,,,,,,,,
325016,"Proximates, Parmesan cheese, grated, store brand/other brand, FLORA & HYVEE (FL,MO) - NFY120DUE",sub_sample_food,,28.4,,,,,,,,,,,,,,
325025,"Proximates, Parmesan cheese, grated, store brand/other brand, KROGER (MI,IN) - NFY120DUT",sub_sample_food,,35.2,,,,,,,,,,,,,,
325036,"Cheese, parmesan, grated",foundation_food,29.6,28.0,12.4,421.0,,,,1750.0,,87.0,0.896,15.5,6.4,1.2,,0.5139731450680136
325042,"Proximates, American cheese, pasteurized process, mixed store brand - NFY090HPC",sub_sample_food,,30.2,,,,,,,,,,,,,,
325056,"Proximates, American cheese, pasteurized process, KRAFT - NFY090HJO",sub_sample_food,,31.0,,,,,,,,,,,,,,
325069,"Proximates, American cheese, pasteurized process, KRAFT - NFY090HKD",sub_sample_food,,31.2,,,,,,,,,,,,,,
325090,"Proximates, American cheese, pasteurized process, LAND-O-LAKES - NFY090HMG",sub_sample_food,,31.0,,,,,,,,,,,,,,
325100,"Proximates, American cheese, pasteurized process, mixed store brand - NFY090HP4",sub_sample_food,,30.0,,,,,,,,,,,,,,
325105,"Proximates, American cheese, pasteurized process, KRAFT DELI DELUXE - NFY090HKO",sub_sample_food,,30.8,,,,,,,,,,,,,,
