fdc_id,name,data_type,protein,fat,carbs,kcal,alcohol,caffeine,fiber,sodium,sugar_added,cholesterol,fat_trans,fat_sat,fat_mono,fat_poly,sugar,density
167674,"Restaurant, Chinese, lemon chicken",sr_legacy_food,11.87,13.55,20.61,252.0,0.0,0.0,1.0,252.0,,32.0,0.068,2.033,2.749,6.086,8.18,
167675,"Restaurant, Chinese, general tso's chicken",sr_legacy_food,12.9,16.36,23.99,295.0,0.0,0.0,0.9,435.0,,53.0,0.09,2.76,3.879,7.501,11.6,
167676,"Restaurant, Chinese, kung pao chicken",sr_legacy_food,9.76,6.98,6.87,129.0,0.0,0.0,1.5,402.0,,26.0,0.034,1.352,2.173,3.02,3.03,
167677,"Restaurant, Chinese, vegetable lo mein, without meat",sr_legacy_food,4.77,2.35,20.16,121.0,0.0,0.0,1.3,430.0,,0.0,0.008,0.464,0.592,1.291,2.63,0.5748383859313311
167678,"Restaurant, Chinese, chicken and vegetables",sr_legacy_food,8.18,4.56,5.38,95.0,0.0,0.0,0.9,413.0,,21.0,0.014,0.77,1.087,2.08,2.93,0.6466931841727475
167679,"Restaurant, Chinese, orange chicken",sr_legacy_food,14.46,12.68,22.46,262.0,0.0,0.0,0.8,553.0,,61.0,0.053,2.422,3.474,6.086,13.6,
167680,"Restaurant, Italian, spaghetti with meat sauce",sr_legacy_food,5.79,3.59,16.4,121.0,,,1.6,230.0,,9.0,0.066,1.062,1.486,0.512,1.82,
167681,"Beverages, fruit-flavored drink, dry powdered mix, low calorie, with aspartame",sr_legacy_food,0.45,0.04,87.38,218.0,0.0,0.0,0.1,404.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.6230730896884644
167682,"Pectin, liquid",sr_legacy_food,0.0,0.0,2.1,11.0,0.0,0.0,2.1,0.0,,0.0,,0.0,0.0,0.0,0.0,0.9603182447323413
167683,"Frozen novelties, ice cream type, vanilla ice cream, light, no sugar added, chocolate coated",sr_legacy_food,6.4,10.1,26.11,221.0,0.0,3.0,0.8,104.0,,10.0,,5.528,2.7,1.359,8.52,
167684,"Creamy dressing, made with sour cream and/or buttermilk and oil, reduced calorie",sr_legacy_food,1.5,14.0,7.0,160.0,0.0,0.0,0.0,833.0,,0.0,,2.115,3.273,7.994,5.65,1.0249875631496161
167685,"Bologna, beef and pork, low fat",sr_legacy_food,11.5,19.3,2.6,230.0,0.0,0.0,0.0,1108.0,,39.0,,7.308,9.145,1.639,0.0,0.5832918916067918
167686,"Milk dessert, frozen, milk-fat free, chocolate",sr_legacy_food,4.3,1.0,37.7,167.0,0.0,3.0,0.0,97.0,,0.0,,0.597,0.329,0.03,37.7,0.5790651387690615
167687,"Whipped topping, frozen, low fat",sr_legacy_food,3.0,13.1,23.6,224.0,0.0,0.0,0.0,72.0,,2.0,,11.273,0.838,0.269,23.6,0.3170064628297782
167688,"Cream substitute, powdered, light",sr_legacy_food,1.9,15.7,73.4,431.0,0.0,0.0,0.0,229.0,,0.0,,3.8,11.5,0.198,73.4,0.39731476674665533
167689,"Candies, MARS SNACKFOOD US, M&M's Peanut Butter Chocolate Candies",sr_legacy_food,10.16,29.32,56.89,529.0,0.0,6.0,4.0,213.0,,7.0,0.21,18.485,4.448,0.542,47.15,0.8580308260592663
167690,"Babyfood, apple yogurt dessert, strained",sr_legacy_food,0.8,1.6,19.5,93.0,0.0,0.0,0.5,20.0,,6.0,,1.034,0.438,0.044,12.02,1.0144206810552903
167691,"Vegetable oil-butter spread, reduced calorie",sr_legacy_food,0.0,53.0,0.0,465.0,0.0,0.0,0.0,581.0,,54.0,,17.88,20.77,11.15,0.0,0.8770512138290529
167692,"Salad dressing, blue or roquefort cheese dressing, light",sr_legacy_food,2.1,2.7,13.2,86.0,0.0,0.0,0.0,939.0,,10.0,,0.628,1.092,0.855,3.6,1.0672550915269199
167693,"Salad dressing, french dressing, reduced calorie",sr_legacy_food,0.4,13.0,27.0,227.0,0.0,0.0,0.0,804.0,,0.0,,1.872,3.029,7.527,25.92,1.0905022321344369
167694,"Sausage, turkey and pork, fresh, bulk, patty or link, cooked",sr_legacy_food,22.7,23.0,0.7,307.0,0.0,0.0,0.0,878.0,,84.0,,7.95,9.719,3.25,0.0,0.5494778689049489
167695,"Mayonnaise, made with tofu",sr_legacy_food,5.95,31.79,3.06,322.0,0.0,0.0,1.1,773.0,,0.0,0.153,2.921,5.246,16.59,0.85,1.0144206810552903
167696,"Frankfurter, beef, low fat",sr_legacy_food,12.0,9.5,1.6,140.0,0.0,0.0,0.0,744.0,,40.0,,1.526,3.806,0.233,0.85,0.6382396784972867
167697,"Milk, buttermilk, fluid, cultured, reduced fat",sr_legacy_food,4.1,2.0,5.3,56.0,0.0,0.0,0.0,105.0,,8.0,,1.242,0.576,0.071,5.3,1.035131769960169
167698,"Pork sausage rice links, brown and serve, cooked",sr_legacy_food,13.7,37.63,2.36,407.0,0.0,0.0,0.0,689.0,,66.0,,12.825,18.1,4.073,0.0,
167699,"Salad dressing, blue or roquefort cheese dressing, fat-free",sr_legacy_food,1.52,1.01,25.6,115.0,0.0,0.0,1.8,814.0,,2.0,0.096,0.45,0.441,0.069,7.44,1.1348831369306058
167700,"Salad Dressing, mayonnaise-like, fat-free",sr_legacy_food,0.2,2.7,15.5,84.0,0.0,0.0,1.9,788.0,,9.0,,0.6,1.887,0.063,10.3,1.0820487264589762
167701,"Candies, MARS SNACKFOOD US, MILKY WAY Midnight Bar",sr_legacy_food,3.2,17.5,71.22,443.0,0.0,30.0,2.9,168.0,,10.0,0.176,11.474,4.639,0.514,57.81,
167702,"Oil, flaxseed, cold pressed",sr_legacy_food,0.11,99.98,0.0,884.0,0.0,0.0,0.0,0.0,,0.0,0.094,8.976,18.438,67.849,0.0,0.9205867680576758
167703,"Cheese, cottage, lowfat, 1% milkfat, lactose reduced",sr_legacy_food,12.4,1.0,3.2,74.0,0.0,0.0,0.6,220.0,,4.0,,0.64,0.29,0.03,2.6,0.9594728941647953
167704,"Salad dressing, bacon and tomato",sr_legacy_food,1.8,35.0,2.0,326.0,0.0,0.0,0.2,905.0,,4.0,,5.435,8.415,19.584,2.0,1.0144206810552903
167705,"Cheese, parmesan, low sodium",sr_legacy_food,41.6,29.99,3.7,451.0,0.0,0.0,0.0,63.0,,79.0,,19.051,8.721,0.659,0.85,0.3804077553957338
167706,"Jams, preserves, marmalade, reduced sugar",sr_legacy_food,0.0,0.1,37.6,151.0,0.0,0.0,1.5,0.0,,0.0,,0.005,0.014,0.05,29.41,1.1496767718626622
167707,"Beverages, fruit-flavored drink, powder, with high vitamin C with other added vitamins, low calorie",sr_legacy_food,0.25,0.16,91.0,227.0,0.0,0.0,2.2,14.0,,0.0,0.0,0.01,0.038,0.034,0.0,0.4057682724221161
167708,"Tomato and vegetable juice, low sodium",sr_legacy_food,0.6,0.1,4.59,22.0,0.0,0.0,0.8,58.0,,0.0,0.0,0.014,0.016,0.042,3.28,1.0220288361632048
167709,"Turkey, wing, smoked, cooked, with skin, bone removed",sr_legacy_food,27.4,12.41,0.0,221.0,0.0,0.0,0.0,996.0,,81.0,,3.383,4.651,2.934,0.0,
167710,"Turkey, drumstick, smoked, cooked, with skin, bone removed",sr_legacy_food,27.9,9.8,0.0,200.0,0.0,0.0,0.0,996.0,,85.0,,3.054,2.864,2.715,0.0,
167711,"Beverages, Chocolate-flavored drink, whey and milk based",sr_legacy_food,0.64,0.4,10.68,49.0,0.0,1.0,0.6,91.0,,0.0,,0.31,0.049,0.009,8.68,1.0313276924062116
167712,"Pork, cured, bacon, cooked, broiled, pan-fried or roasted, reduced sodium",sr_legacy_food,37.04,41.78,1.43,541.0,0.0,0.0,0.0,1030.0,,110.0,0.0,13.739,18.52,4.548,0.0,
167713,"Turkey, light or dark meat, smoked, cooked, skin and bone removed",sr_legacy_food,29.3,5.0,0.0,162.0,0.0,0.0,0.0,996.0,,76.0,,1.368,1.046,1.408,0.0,
167714,"Hearts of palm, raw",sr_legacy_food,2.7,0.2,25.61,115.0,0.0,0.0,1.5,14.0,,0.0,0.0,0.046,0.005,0.089,17.16,
167715,"Cereals ready-to-eat, POST, Shredded Wheat n' Bran, spoon-size",sr_legacy_food,10.93,2.06,80.65,339.0,0.0,0.0,14.7,0.0,,0.0,0.0,0.43,0.33,1.22,0.75,0.19950273394087373
167716,"Cheese, cottage, lowfat, 1% milkfat, with vegetables",sr_legacy_food,10.9,1.0,3.0,67.0,0.0,0.0,0.0,403.0,,3.0,,0.619,0.282,0.039,3.0,0.955246141327065
167717,Yeast extract spread,sr_legacy_food,23.88,0.9,20.42,185.0,0.0,0.0,6.5,3380.0,,0.0,0.0,0.0,0.0,0.0,1.6,1.2173048172663483
167718,"Babyfood, juice, pear",sr_legacy_food,0.0,0.0,11.86,43.0,0.0,0.0,0.1,8.0,,0.0,,0.0,0.0,0.0,7.28,1.0549975082975018
167719,"Chicken, meatless, breaded, fried",sr_legacy_food,21.28,12.77,8.51,234.0,0.0,0.0,4.3,400.0,,0.0,,1.13,3.226,4.581,0.0,0.629786172821826
167720,"Babyfood, meat, beef with vegetables, toddler",sr_legacy_food,3.5,2.1,8.72,69.0,0.0,0.0,1.8,26.0,,12.0,,0.847,0.92,0.108,1.18,
167721,"Frozen novelties, juice type, juice with cream",sr_legacy_food,1.41,1.41,24.11,115.0,0.0,0.0,0.1,42.0,,7.0,,0.705,0.0,0.0,20.61,
167722,Tofu yogurt,sr_legacy_food,3.5,1.8,15.96,94.0,0.0,0.0,0.2,35.0,,0.0,0.0,0.259,0.4,1.017,1.24,1.1074092434853584
167723,"Alcoholic beverage, rice (sake)",sr_legacy_food,0.5,0.0,5.0,134.0,16.1,0.0,0.0,2.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.9839880606236315
167724,"Millet, puffed",sr_legacy_food,13.0,3.4,80.0,354.0,0.0,0.0,2.7,5.0,,0.0,,0.67,0.717,1.98,0.55,0.0887618095923379
167725,"Cereals ready-to-eat, OAT BRAN FLAKES, HEALTH VALLEY",sr_legacy_food,10.0,3.0,78.0,380.0,0.0,0.0,8.0,380.0,,0.0,0.0,1.0,0.704,0.897,22.0,0.2113376418865188
167726,"Babyfood, mixed fruit yogurt, strained",sr_legacy_food,0.8,0.8,16.23,75.0,0.0,0.0,0.4,16.0,,0.0,,0.517,0.219,0.022,11.74,1.0144206810552903
167727,"Beverages, ABBOTT, ENSURE PLUS, ready-to-drink",sr_legacy_food,5.16,4.52,19.88,141.0,0.0,0.0,0.0,95.0,,2.0,,0.574,1.095,2.655,8.33,1.0651417151080547
167728,"Babyfood, rice and apples, dry",sr_legacy_food,6.7,2.4,86.89,396.0,0.0,0.0,3.0,16.0,,0.0,,0.503,0.615,0.92,3.22,0.16907011350921503
167729,"Babyfood, juice, apple - cherry",sr_legacy_food,0.2,0.1,11.2,47.0,0.0,0.0,0.3,4.0,,0.0,,0.02,0.0,0.03,10.5,1.0549975082975018
167730,"Milk, imitation, non-soy",sr_legacy_food,1.6,2.0,5.3,46.0,0.0,0.0,0.0,55.0,,0.0,,0.254,0.484,1.174,5.3,1.0313276924062116
167731,"Babyfood, cereal, rice with pears and apple, dry, instant fortified",sr_legacy_food,6.6,0.9,88.5,389.0,0.0,0.0,2.6,2.0,,0.0,,0.185,0.252,0.231,1.35,
167732,"Babyfood, banana no tapioca, strained",sr_legacy_food,1.0,0.2,21.34,91.0,0.0,0.0,1.6,2.0,,0.0,,0.072,0.028,0.041,11.36,1.0144206810552903
167733,"Babyfood, banana apple dessert, strained",sr_legacy_food,0.3,0.2,16.3,68.0,0.0,0.0,1.0,7.0,,0.0,,0.058,0.018,0.047,14.66,1.0144206810552903
167734,"Breakfast bar, corn flake crust with fruit",sr_legacy_food,4.4,7.5,72.8,376.0,0.0,0.0,2.1,337.0,,0.0,,1.5,5.0,0.9,35.1,
167735,"Cheese, mozzarella, low sodium",sr_legacy_food,27.5,17.1,3.1,280.0,0.0,0.0,0.0,16.0,,54.0,,10.867,4.844,0.509,1.23,0.517777222621971
167736,"Mayonnaise dressing, no cholesterol",sr_legacy_food,0.0,77.8,0.3,688.0,0.0,0.0,0.0,486.0,,0.0,,10.784,18.026,45.539,0.3,1.012307304636425
167737,"Oil, corn, peanut, and olive",sr_legacy_food,0.0,100.0,0.0,884.0,0.0,0.0,0.0,0.0,,0.0,,14.367,48.033,33.033,0.0,0.9298856243006828
167738,"Pie fillings, blueberry, canned",sr_legacy_food,0.41,0.2,44.38,181.0,0.0,0.0,2.6,12.0,,0.0,,0.0,0.0,0.0,37.75,1.1074092434853584
167739,"Beverages, Cocktail mix, non-alcoholic, concentrated, frozen",sr_legacy_food,0.08,0.01,71.6,287.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.003,0.001,0.009,24.53,1.2173048172663483
167740,"Puddings, chocolate flavor, low calorie, regular, dry mix",sr_legacy_food,10.08,3.0,74.42,365.0,0.0,18.0,10.1,3326.0,,0.0,,1.578,1.15,0.13,0.7,
167741,"Puddings, all flavors except chocolate, low calorie, regular, dry mix",sr_legacy_food,1.6,0.1,86.04,351.0,0.0,0.0,0.9,1765.0,,0.0,,0.018,0.032,0.05,2.9,1.0989557378098977
167742,"Mollusks, scallop, (bay and sea), cooked, steamed",sr_legacy_food,20.54,0.84,5.41,111.0,0.0,0.0,0.0,667.0,,41.0,0.009,0.218,0.082,0.222,0.0,
167743,"Syrup, Cane",sr_legacy_food,0.0,0.0,73.14,269.0,0.0,0.0,0.0,58.0,,0.0,,0.0,0.0,0.0,73.2,
167744,"Mollusks, snail, raw",sr_legacy_food,16.1,1.4,2.0,90.0,0.0,0.0,0.0,70.0,,50.0,,0.361,0.259,0.252,0.0,
167745,"Turtle, green, raw",sr_legacy_food,19.8,0.5,0.0,89.0,0.0,0.0,0.0,68.0,,50.0,,0.127,0.088,0.17,0.0,
167746,"Lemons, raw, without peel",sr_legacy_food,1.1,0.3,9.32,29.0,0.0,0.0,2.8,2.0,,0.0,0.0,0.039,0.011,0.089,2.5,0.8960716015988397
167747,"Lemon juice, raw",sr_legacy_food,0.35,0.24,6.9,22.0,0.0,0.0,0.3,1.0,,0.0,0.0,0.04,0.006,0.021,2.52,1.0313276924062116
167748,"Lemon juice from concentrate, canned or bottled",sr_legacy_food,0.45,0.07,5.62,17.0,0.0,0.0,0.7,24.0,,0.0,0.0,0.027,0.006,0.017,1.53,1.022874186730751
167749,"Lemon peel, raw",sr_legacy_food,1.5,0.3,16.0,47.0,0.0,0.0,10.6,6.0,,0.0,0.0,0.039,0.011,0.089,4.17,0.4057682724221161
167750,"Prickly pears, raw",sr_legacy_food,0.73,0.51,9.57,41.0,0.0,,3.6,5.0,,0.0,0.0,0.067,0.075,0.213,,0.629786172821826
167751,"Plums, dried (prunes), stewed, without added sugar",sr_legacy_food,0.96,0.16,28.08,107.0,0.0,0.0,3.1,1.0,,0.0,,0.01,0.08,0.026,24.98,1.0482347037571331
167752,"Plums, dried (prunes), stewed, with added sugar",sr_legacy_food,1.09,0.22,32.88,124.0,0.0,,3.8,2.0,,0.0,,0.017,0.142,0.047,,1.0482347037571331
167753,"Prune juice, canned",sr_legacy_food,0.61,0.03,17.45,71.0,0.0,0.0,1.0,4.0,,0.0,0.0,0.003,0.021,0.007,16.45,1.0820487264589762
167754,"Pummelo, raw",sr_legacy_food,0.76,0.04,9.62,38.0,,,1.0,1.0,,0.0,0.0,,,,,0.8030830391687714
167755,"Raspberries, raw",sr_legacy_food,1.2,0.65,11.94,52.0,0.0,0.0,6.5,1.0,,0.0,0.0,0.019,0.064,0.375,4.42,0.5896320208633874
167756,"Raspberries, canned, red, heavy syrup pack, solids and liquids",sr_legacy_food,0.83,0.12,23.36,91.0,0.0,0.0,3.3,3.0,,0.0,0.0,0.005,0.011,0.068,20.06,1.0820487264589762
167757,"Raspberries, frozen, red, sweetened",sr_legacy_food,0.7,0.16,26.16,103.0,0.0,0.0,4.4,1.0,,0.0,0.0,0.005,0.015,0.089,21.76,1.056688209432594
167758,"Rhubarb, raw",sr_legacy_food,0.9,0.2,4.54,21.0,0.0,0.0,1.8,4.0,,0.0,0.0,0.053,0.039,0.099,1.1,0.5156638462031058
167759,"Sapodilla, raw",sr_legacy_food,0.44,1.1,19.96,83.0,0.0,,5.3,12.0,,0.0,0.0,0.194,0.521,0.011,,1.0186474338930205
167760,"Sapote, mamey, raw",sr_legacy_food,1.45,0.46,32.1,124.0,,,5.4,7.0,,0.0,0.0,0.169,0.102,0.097,20.14,0.7396817466028157
167761,"Soursop, raw",sr_legacy_food,1.0,0.3,16.84,66.0,0.0,0.0,3.3,14.0,,0.0,0.0,0.051,0.09,0.069,13.54,0.9510193884893345
167762,"Strawberries, raw",sr_legacy_food,0.67,0.3,7.68,32.0,0.0,0.0,2.0,1.0,,0.0,0.0,0.015,0.043,0.155,4.89,0.7016409710632424
167763,"Tamarinds, raw",sr_legacy_food,2.8,0.6,62.5,239.0,0.0,0.0,5.1,28.0,,0.0,0.0,0.272,0.181,0.059,38.8,0.5072103405276451
167764,"Fruit salad, (pineapple and papaya and banana and guava), tropical, canned, heavy syrup, solids and liquids",sr_legacy_food,0.41,0.1,22.36,86.0,0.0,,1.3,2.0,,0.0,0.0,0.019,0.018,0.032,,1.0862754792967066
167765,"Watermelon, raw",sr_legacy_food,0.61,0.15,7.55,30.0,0.0,0.0,0.4,1.0,,0.0,0.0,0.016,0.037,0.05,6.2,0.6466931841727475
167766,"Maraschino cherries, canned, drained",sr_legacy_food,0.22,0.21,41.97,165.0,0.0,0.0,3.2,4.0,,0.0,0.0,0.039,0.049,0.055,38.77,
167767,"Pineapple, canned, juice pack, drained",sr_legacy_food,0.51,0.11,15.56,60.0,0.0,0.0,1.3,1.0,,0.0,0.0,0.008,0.014,0.04,14.26,0.765042263629198
167768,"Apricots, canned, heavy syrup, drained",sr_legacy_food,0.64,0.11,21.31,83.0,0.0,0.0,2.7,4.0,,0.0,0.0,0.007,0.045,0.021,18.65,0.8474639439649403
167769,"Cherries, sour, canned, water pack, drained",sr_legacy_food,0.69,0.21,10.45,42.0,,,1.2,4.0,,,0.0,,,,6.99,0.7100944767387032
167770,"Cherries, sweet, canned, pitted, heavy syrup, drained",sr_legacy_food,0.73,0.21,21.07,83.0,0.0,0.0,2.3,3.0,,0.0,0.0,0.041,0.049,0.055,16.18,0.7565887579537373
167771,"Apple juice, canned or bottled, unsweetened, with added ascorbic acid",sr_legacy_food,0.1,0.13,11.3,46.0,0.0,0.0,0.2,4.0,,0.0,0.0,0.022,0.006,0.039,9.62,1.0482347037571331
167772,"Applesauce, canned, unsweetened, with added ascorbic acid",sr_legacy_food,0.17,0.1,11.27,42.0,,,1.1,2.0,,0.0,0.0,0.008,0.002,0.014,9.39,1.0313276924062116
167773,"Applesauce, canned, sweetened, with salt",sr_legacy_food,0.18,0.18,19.91,76.0,,,1.2,28.0,,0.0,0.0,0.03,0.007,0.054,,1.0778219736212458
167774,"Grapefruit juice, pink, raw",sr_legacy_food,0.5,0.1,9.2,39.0,,,,1.0,,0.0,0.0,0.014,0.013,0.024,,1.044007950919403
167775,"Apple juice, frozen concentrate, unsweetened, diluted with 3 volume water, with added ascorbic acid",sr_legacy_food,0.14,0.1,11.54,47.0,,,0.1,7.0,,0.0,0.0,0.018,0.002,0.031,,1.0106166035013329
167776,"Pears, raw, bartlett (Includes foods for USDA's Food Distribution Program)",sr_legacy_food,0.39,0.16,15.01,63.0,,,3.1,1.0,,,0.0,,,,9.69,0.5917453972822526
167777,"Pears, raw, red anjou",sr_legacy_food,0.33,0.14,14.94,62.0,,,3.0,1.0,,,0.0,,,,9.54,0.5917453972822526
167778,"Pears, raw, bosc (Includes foods for USDA's Food Distribution Program)",sr_legacy_food,0.36,0.09,16.1,67.0,,,3.1,1.0,,,0.0,,,,10.23,0.5917453972822526
167779,"Pears, raw, green anjou (Includes foods for USDA's Food Distribution Program)",sr_legacy_food,0.44,0.1,15.79,66.0,,,3.1,1.0,,,0.0,,,,9.73,0.5917453972822526
167780,Prune puree,sr_legacy_food,2.1,0.2,65.1,257.0,,,3.3,23.0,,0.0,0.0,0.016,,,39.0,1.2173048172663483
167781,Candied fruit,sr_legacy_food,0.34,0.07,82.74,322.0,0.0,0.0,1.6,98.0,,0.0,0.0,0.01,0.008,0.02,80.68,
167782,"Abiyuch, raw",sr_legacy_food,1.5,0.1,17.6,69.0,,,5.3,20.0,,,0.0,0.014,,,8.55,0.9636996470025256
167783,"Rowal, raw",sr_legacy_food,2.3,2.0,23.9,111.0,,,6.2,4.0,,,0.0,0.245,,,14.1,0.9636996470025256
167784,"Guava nectar, canned, with added ascorbic acid",sr_legacy_food,0.09,0.06,16.25,63.0,,,1.0,6.0,,0.0,0.0,0.02,0.02,0.01,12.95,1.0609149622703242
167785,"Mango nectar, canned",sr_legacy_food,0.11,0.06,13.12,51.0,0.0,0.0,0.3,5.0,,0.0,0.0,0.014,0.022,0.011,12.45,1.0609149622703242
167786,"Tamarind nectar, canned",sr_legacy_food,0.09,0.12,14.73,57.0,,,0.5,7.0,,0.0,0.0,,,,12.7,1.0609149622703242
167787,"Pomegranate juice, bottled",sr_legacy_food,0.15,0.29,13.13,54.0,0.0,0.0,0.1,9.0,,0.0,0.0,0.077,0.059,0.05,12.65,1.057110884716367
167788,"Nance, canned, syrup, drained",sr_legacy_food,0.56,1.28,22.79,95.0,,,7.0,8.0,,,0.0,,,,15.66,
167789,"Nance, frozen, unsweetened",sr_legacy_food,0.66,1.16,16.97,73.0,,,7.5,3.0,,,0.0,,,,8.31,0.4733963178258021
167790,"Naranjilla (lulo) pulp, frozen, unsweetened",sr_legacy_food,0.44,0.22,5.9,25.0,,,1.1,4.0,,,0.0,,,,3.74,0.5072103405276451
167791,Horned melon (Kiwano),sr_legacy_food,1.78,1.26,7.56,44.0,,,,2.0,,,0.0,,,,,0.9848334111911775
167792,Orange Pineapple Juice Blend,sr_legacy_food,0.41,0.08,12.2,51.0,0.0,0.0,0.2,4.0,,0.0,0.0,0.011,0.009,0.024,10.57,1.0397811980816725
167793,"Apples, raw, fuji, with skin (Includes foods for USDA's Food Distribution Program)",sr_legacy_food,0.2,0.18,15.22,63.0,,,2.1,1.0,,,0.0,,,,11.68,0.46071605931261095
167794,"Orange juice, chilled, includes from concentrate, with added calcium and vitamins A, D, E",sr_legacy_food,0.68,0.12,11.54,49.0,0.0,0.0,0.3,2.0,,0.0,0.0,0.014,0.022,0.03,8.31,1.0520387813110905
167795,"Fruit juice smoothie, NAKED JUICE, MIGHTY MANGO",sr_legacy_food,0.42,0.0,15.0,63.0,,,0.0,4.0,,0.0,0.0,0.0,,,12.5,1.0144206810552903
167796,"Fruit juice smoothie, NAKED JUICE, GREEN MACHINE",sr_legacy_food,0.6,0.26,12.53,53.0,0.0,0.0,0.7,6.0,,0.0,0.0,0.053,0.04,0.073,11.15,1.1623570303758533
167797,"Fruit juice smoothie, BOLTHOUSE FARMS, BERRY BOOST",sr_legacy_food,0.63,0.02,10.9,46.0,,,0.0,4.0,,0.0,0.0,0.003,0.002,0.011,9.3,1.0651417151080547
167798,"Fruit juice smoothie, BOLTHOUSE FARMS, GREEN GOODNESS",sr_legacy_food,0.63,0.33,13.04,56.0,0.0,0.0,0.6,11.0,,0.0,0.003,0.068,0.034,0.034,11.46,0.9721531526779864
167799,"Fruit juice smoothie, BOLTHOUSE FARMS, strawberry banana",sr_legacy_food,0.44,0.3,12.37,52.0,0.0,0.0,0.6,5.0,,0.0,0.001,0.055,0.02,0.048,10.33,0.9848334111911775
167800,"Apple juice, canned or bottled, unsweetened, with added ascorbic acid, calcium, and potassium",sr_legacy_food,0.12,0.17,11.49,48.0,0.0,0.0,0.3,5.0,,0.0,0.0,0.029,0.008,0.051,9.47,0.9975136697043687
167801,"Lemon juice from concentrate, bottled, CONCORD",sr_legacy_food,0.4,0.07,5.37,24.0,,,,29.0,,,,,,,1.42,1.034709094676396
167802,"Lemon juice from concentrate, bottled, REAL LEMON",sr_legacy_food,0.47,0.07,5.66,17.0,,,0.7,26.0,,,0.0,0.027,0.006,0.017,1.59,1.0144206810552903
167803,"Cranberry sauce, whole, canned, OCEAN SPRAY",sr_legacy_food,0.75,0.05,40.4,158.0,,,1.2,5.0,,0.0,0.0,0.007,0.007,0.034,31.3,1.1834907945645052
167804,"Cranberry sauce, jellied, canned, OCEAN SPRAY",sr_legacy_food,1.05,0.04,40.61,160.0,,,1.0,5.0,,0.0,0.0,0.007,0.007,0.028,32.2,1.1834907945645052
167805,"Ruby Red grapefruit juice blend (grapefruit, grape, apple), OCEAN SPRAY, bottled, with added vitamin C",sr_legacy_food,0.5,0.1,10.53,44.0,,,0.2,8.0,,0.0,0.002,0.008,0.008,0.014,10.3,1.0482347037571331
167806,Baobab powder,sr_legacy_food,3.69,0.47,79.65,250.0,,,44.5,10.0,,,0.009,0.244,0.169,0.163,,
167807,"Cherry juice, tart",sr_legacy_food,0.31,0.54,13.7,59.0,0.0,0.0,,4.0,,0.0,,,,,12.21,1.1010691142287627
167808,"Raspberries, puree, seedless",sr_legacy_food,1.02,0.87,7.99,41.0,,,0.9,4.0,,,,0.064,0.016,0.09,6.04,
167809,"Raspberries, puree, with seeds",sr_legacy_food,1.1,0.97,11.51,55.0,,,4.3,4.0,,,0.0,0.062,0.027,0.058,6.56,
167810,"Pork, fresh, composite of trimmed leg, loin, shoulder, and spareribs, (includes cuts to be cured), separable lean and fat, raw",sr_legacy_food,18.22,14.79,0.0,211.0,0.0,0.0,0.0,57.0,,69.0,0.034,4.918,6.102,1.726,0.0,
167811,"Pork, fresh, backfat, raw",sr_legacy_food,2.92,88.69,0.0,812.0,0.0,0.0,0.0,11.0,,57.0,,32.21,41.95,10.35,0.0,
167812,"Pork, fresh, belly, raw",sr_legacy_food,9.34,53.01,0.0,518.0,0.0,0.0,0.0,32.0,,72.0,,19.33,24.7,5.65,0.0,
167813,"Pork, fresh, separable fat, raw",sr_legacy_food,9.25,65.7,0.0,632.0,0.0,0.0,0.0,47.0,,72.0,0.6,21.979,28.041,13.186,0.0,
167814,"Pork, fresh, leg (ham), rump half, separable lean and fat, raw",sr_legacy_food,20.27,10.63,0.0,182.0,0.0,0.0,0.0,73.0,,63.0,0.091,3.526,4.445,2.156,0.0,
167815,"Pork, fresh, leg (ham), rump half, separable lean and fat, cooked, roasted",sr_legacy_food,27.03,10.32,0.0,209.0,0.0,0.0,0.0,77.0,,85.0,0.087,3.369,4.322,2.198,0.0,0.5706116330936007
167816,"Pork, fresh, leg (ham), rump half, separable lean only, raw (Includes foods for USDA's Food Distribution Program)",sr_legacy_food,21.81,2.93,0.0,120.0,0.0,0.0,0.0,76.0,,62.0,0.019,0.947,1.148,0.615,0.0,
167817,"Pork, fresh, leg (ham), rump half, separable lean only, cooked, roasted",sr_legacy_food,28.86,4.62,0.0,165.0,0.0,0.0,0.0,80.0,,86.0,0.034,1.451,1.878,1.066,0.0,
167818,"Pork, fresh, loin, whole, separable lean and fat, raw",sr_legacy_food,19.74,12.58,0.0,198.0,0.0,0.0,0.0,50.0,,63.0,,4.36,5.61,1.34,0.0,
167819,"Pork, fresh, loin, whole, separable lean and fat, cooked, braised",sr_legacy_food,27.23,13.62,0.0,239.0,0.0,0.0,0.0,48.0,,80.0,,5.11,6.06,1.17,0.0,
167820,"Pork, fresh, loin, whole, separable lean and fat, cooked, broiled",sr_legacy_food,27.32,13.92,0.0,242.0,0.0,0.0,0.0,62.0,,80.0,,5.23,6.19,1.2,0.0,
167821,"Pork, fresh, loin, whole, separable lean and fat, cooked, roasted",sr_legacy_food,27.09,14.65,0.0,248.0,0.0,0.0,0.0,59.0,,82.0,,5.37,6.51,1.21,0.0,
